1999529, 6333.60
1787973, 6717.27
1622341, 3058.70
1473739, 6466.60
2028449, 9877.98
1385510, 10287.81
1291603, 11323.71
1199169, 12060.77
2011422, 11455.95
1607773, 5032.21
1236371, 9877.98
1436087, 20582.22
2214771, 9585.67
2007824, 20252.38
1659591, 11103.41
2355483, 4455.22
1145141, 12060.77
1053268, 8982.69
2350441, 6627.43
1380033, 7294.33
1616381, 3998.03
2354460, 5208.93
1186040, 12060.77
2215190, 5208.93
1192502, 20472.45
1870700, 3901.48
2336841, 4209.12
1702161, 15806.58
1981139, 7180.16
1599639, 4679.12
2356853, 2446.96
1885384, 9877.98
1178385, 2624.67
1642529, 6713.10
2019123, 9877.98
1974636, 7262.62
1064049, 3301.93
1851748, 18054.82
1453036, 12149.70
1236466, 12512.71
1579643, 17699.42
2214070, 6627.43
1727329, 4033.56
1997870, 13476.79
2354058, 4455.22
1433752, 18024.72
1274228, 12060.77
1889175, 4157.95
1869968, 12512.71
2350998, 9585.67
1841825, 12221.88
1827339, 22545.40
1003912, 13114.52
2075168, 12951.95
1363141, 12512.71
1224552, 16952.79
1783549, 4033.56
1574677, 9197.80
1716979, 4015.15
1977814, 6466.60
1000500, 6831.01
2081469, 3769.41
1879277, 16325.34
1659419, 5646.82
1034447, 9585.67
2256133, 9585.67
1648853, 2641.55
2353129, 6627.43
1685332, 12221.88
2213275, 5434.85
2085250, 9585.67
2359752, 4241.05
1929129, 4033.56
1386715, 7729.18
1254796, 4455.22
1147994, 6466.60
1053627, 2813.99
1817287, 18943.95
2359799, 2446.96
1665916, 4455.22
2247856, 3527.89
1365625, 5767.53
1586588, 6723.36
2357008, 2446.96
1591579, 3121.76
1638971, 2020.92
1252365, 12433.71
1933683, 4153.96
1352475, 19630.58
2353194, 6627.43
2084556, 2542.40
1331542, 9877.98
2216298, 9585.67
1277555, 7103.91
1582051, 11323.71
1093877, 21172.09
1416456, 6384.26
1923140, 4760.53
1418734, 16325.34
1682471, 2641.55
1908067, 9877.98
1843732, 6627.43
1132481, 7224.78
1845643, 3434.01
2213508, 9585.67
2357045, 1685.73
1422515, 12958.94
1473223, 5752.79
1107880, 6333.60
2358070, 2446.96
2207779, 3552.08
1769247, 3058.70
1739670, 8622.40
1578735, 2729.66
1146067, 4663.65
1122514, 4455.22
2214423, 9585.67
2085279, 6354.60
1936435, 5360.23
2206499, 3058.70
2348275, 3117.22
1629099, 4807.14
1689085, 4320.12
